"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Service_Type","Client_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Aust"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Legal/financial services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Legal/financial services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.5","41.2","40.0","39.1","7.0","53.8","20.4","58.3","34.4"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Legal/financial services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Legal/financial services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","27.2","24.1","26.7","28.9","64.9","15.4","16.3","25.0","27.2"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Legal/financial services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Legal/financial services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","268","515","105","128","57","13","49","12","1135"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Family and domestic violence assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family and domestic violence assistance","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","86.7","94.7","94.9","97.5","99.1","47.4","81.8","98.8","93.4"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Family and domestic violence assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family and domestic violence assistance","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","13.3","5.3","5.1","2.5","0.9","52.6","18.2","1.2","6.6"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Family and domestic violence assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family and domestic violence assistance","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","64.0","87.0","87.4","90.2","89.8","36.8","65.2","93.8","82.8"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Family and domestic violence assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family and domestic violence assistance","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","3.3","0.5","0.5","0.2","0","10.5","9.1","0","1.1"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Family and domestic violence assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family and domestic violence assistance","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1009","2988","649","408","215","19","66","81","5397"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Immigration/cultural services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Immigration/cultural services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","79.9","96.2","88.9","95.5","91.7","73.9","88.0","77.8","91.9"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Immigration/cultural services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Immigration/cultural services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","20.1","3.8","11.1","4.5","8.3","26.1","12.0","22.2","8.1"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Immigration/cultural services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Immigration/cultural services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","42.0","76.6","55.3","76.9","75.2","52.2","30.0","55.6","67.6"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Immigration/cultural services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Immigration/cultural services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","11.6","6.1","11.1","3.7","8.3","4.3","20.0","0","7.4"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Immigration/cultural services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Immigration/cultural services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","502","1431","199","376","121","23","50","9","2691"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Other specialist services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","86.3","89.6","88.4","90.6","97.8","76.5","90.3","96.3","89.0"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Other specialist services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","13.7","10.4","11.6","9.4","2.2","23.5","9.7","3.7","11.0"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Other specialist services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","48.2","60.9","44.6","47.6","40.9","47.1","19.4","55.6","52.3"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Other specialist services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","16.6","11.8","13.0","16.1","35.8","5.9","27.8","11.1","15.2"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Other specialist services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","766","1198","276","254","137","17","72","27","2704"
"19A.17","2022-23","Addressing client needs","All ages","All people","All people","All areas","","","People born in non-main English speaking countries","","Total clients who needed homelessness services","Support needs of clients; summary (closed support periods)","","","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","4376","10205","1952","1180","795","188","408","148","19135"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Accommodation/accommodation related assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","58.9","62.8","59.2","80.6","79.1","73.0","52.6","85.9","63.5"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Accommodation/accommodation related assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","41.1","37.2","40.8","19.4","20.9","27.0","47.4","14.1","36.5"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Accommodation/accommodation related assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","24.8","34.8","28.9","24.5","12.8","19.0","13.9","79.8","30.0"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Accommodation/accommodation related assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","21.4","13.7","14.6","42.8","48.4","36.5","13.9","2.0","19.3"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Accommodation/accommodation related assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","2033","4594","1101","774","273","189","230","99","9218"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Assistance to sustain housing tenure","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","78.5","84.5","89.7","92.8","100.0","47.8","86.0","90.5","84.1"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Assistance to sustain housing tenure","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","21.5","15.5","10.3","7.2","0","52.2","14.0","9.5","15.9"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Assistance to sustain housing tenure","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","64.8","74.6","78.1","78.1","96.7","34.8","73.7","90.5","72.9"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Assistance to sustain housing tenure","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","4.8","3.4","2.9","6.9","0","13.0","5.3","0","4.0"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Assistance to sustain housing tenure","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1272","2653","515","333","90","23","114","21","4975"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Mental health services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Mental health services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","71.1","67.4","67.8","80.8","65.5","75.0","63.2","94.1","70.3"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Mental health services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Mental health services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","28.9","32.6","32.2","19.2","34.5","25.0","36.8","5.9","29.7"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Mental health services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Mental health services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","20.9","36.8","29.7","26.7","0","25.0","31.6","76.5","28.5"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Mental health services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Mental health services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","34.3","16.6","23.7","35.0","65.5","25.0","18.4","0","26.8"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Mental health services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Mental health services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","478","451","118","120","29","8","38","17","1242"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Family/relationship assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","80.1","77.4","76.3","89.6","100.0","50.0","87.2","95.8","81.3"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Family/relationship assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","19.9","22.6","23.7","10.4","0","50.0","12.8","4.2","18.7"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Family/relationship assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","40.2","49.0","44.7","38.8","36.4","0","48.7","25.0","43.3"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Family/relationship assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.9","13.9","17.1","22.4","39.4","0","23.1","33.3","20.3"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Family/relationship assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","331","359","76","134","33","2","39","24","982"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Disability services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Disability services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","68.1","71.4","68.4","72.7","0","0","100.0","0","70.9"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Disability services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Disability services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.9","28.6","31.6","27.3","0","0","0","0","29.1"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Disability services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Disability services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","21.3","34.3","21.1","27.3","0","0","20.0","0","27.8"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Disability services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Disability services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","31.9","17.1","26.3","27.3","0","0","40.0","0","23.8"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Disability services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Disability services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","47","70","19","11","0","0","5","0","151"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Drug/alcohol counselling","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Drug/alcohol services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","51.0","73.3","68.4","78.9","100.0","0","40.0","100.0","67.1"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Drug/alcohol counselling","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Drug/alcohol services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","49.0","26.7","31.6","21.1","0","0","60.0","0","32.9"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Drug/alcohol counselling","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Drug/alcohol services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","10.2","46.7","42.1","15.8","0","0","20.0","0","29.0"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Drug/alcohol counselling","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Drug/alcohol services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","26.5","10.0","15.8","47.4","100.0","0","0","0","22.6"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Drug/alcohol counselling","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Drug/alcohol services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","49","60","19","19","4","0","5","1","155"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Legal/financial services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Legal/financial services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","76.3","71.2","80.4","83.8","73.5","50.0","93.2","93.5","77.1"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Legal/financial services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Legal/financial services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.7","28.8","19.6","16.2","26.5","50.0","6.8","6.5","22.9"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Legal/financial services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Legal/financial services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.7","31.6","27.4","16.8","6.0","0","31.8","22.6","24.7"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Legal/financial services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Legal/financial services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","39.2","26.3","23.8","38.4","65.1","50.0","22.7","9.7","33.0"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Legal/financial services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Legal/financial services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","278","392","168","185","83","2","44","31","1168"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Family and domestic violence assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family and domestic violence assistance","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","88.8","95.4","96.6","94.3","99.0","73.1","85.1","100.0","94.4"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Family and domestic violence assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family and domestic violence assistance","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","11.2","4.6","3.4","5.7","1.0","26.9","14.9","0","5.6"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Family and domestic violence assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family and domestic violence assistance","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","61.1","85.8","82.0","79.8","92.0","65.4","61.7","89.5","80.7"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Family and domestic violence assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family and domestic violence assistance","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","4.0","0.3","2.8","1.8","0","7.7","4.3","0","1.4"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Family and domestic violence assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Family and domestic violence assistance","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","993","3174","616","490","286","26","47","105","5707"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Immigration/cultural services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Immigration/cultural services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","82.7","96.3","91.4","96.4","94.0","76.2","86.7","92.9","92.8"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Immigration/cultural services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Immigration/cultural services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","17.3","3.7","8.6","3.6","6.0","23.8","13.3","7.1","7.2"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Immigration/cultural services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Immigration/cultural services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","47.0","69.8","47.9","72.2","72.9","47.6","50.0","64.3","63.6"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Immigration/cultural services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Immigration/cultural services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","11.0","8.8","17.5","7.2","6.0","19.0","20.0","0","9.7"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Immigration/cultural services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Immigration/cultural services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","572","1348","257","500","166","21","30","14","2889"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Other specialist services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","86.4","90.8","87.3","92.3","97.3","94.7","95.1","98.2","89.8"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Other specialist services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","13.6","9.2","12.7","7.7","2.7","5.3","4.9","1.8","10.2"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Other specialist services","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","43.3","59.0","44.5","42.6","34.7","47.4","21.0","40.4","48.5"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Other specialist services","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","23.4","9.5","11.2","23.2","38.7","42.1","37.0","3.5","17.5"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","Other specialist services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Other specialist services","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","949","1249","339","298","150","19","81","57","3106"
"19A.17","2021-22","Addressing client needs","All ages","All people","All people","All areas","","","People born in non-main English speaking countries","","Total clients who needed homelessness services","Support needs of clients; summary (closed support periods)","","","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","4012","9684","1805","1323","719","208","354","176","18199"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Accommodation/accommodation related assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","61.4","59.7","65.9","78.7","85.1","77.3","55.0","77.8","62.9"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Accommodation/accommodation related assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","38.6","40.3","34.1","21.3","14.9","22.7","45.0","22.2","37.1"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Accommodation/accommodation related assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","27.7","28.5","39.7","35.8","18.6","17.1","10.9","56.6","29.3"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Accommodation/accommodation related assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","19.6","14.5","13.0","33.0","44.9","44.8","24.7","4.0","18.5"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Accommodation/accommodation related assistance","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Accommodation/accommodation related assistance","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","2373","5164","1096","713","296","181","320","99","10145"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Assistance to sustain housing tenure","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","77.2","81.9","87.0","93.0","99.3","75.0","81.1","89.2","82.0"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Assistance to sustain housing tenure","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","22.8","18.1","13.0","7.0","0.7","25.0","18.9","10.8","18.0"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Assistance to sustain housing tenure","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Provided only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","64.9","72.3","71.7","75.9","95.8","70.8","55.3","81.1","70.6"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Assistance to sustain housing tenure","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Referred only","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","4.1","3.2","2.8","5.3","0.7","4.2","7.5","2.7","3.5"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Assistance to sustain housing tenure","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Assistance to sustain housing tenure","Total clients for whom need was identified","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","no.","1459","3090","509","228","143","24","159","37","5605"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Mental health services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Mental health services","Provided and/or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","69.8","64.3","64.6","74.6","80.0","33.3","59.5","86.7","67.4"
"19A.17","2020-21","Addressing client needs","All ages","All people","All people","All areas","","Mental health services","People born in non-main English speaking countries","","","Support needs of clients; summary (closed support periods)","Mental health services","Not provided or referred","","People born in non-main English speaking countries","AIHW (unpublished) Specialist Homelessness Services Collection","%","30.2","35.7","35.4","25.4","20.0","66.7","40.5","13.3","32.6"
