"Table_Number","Year","Measure","Age","Sex","Indigenous_Status","Remoteness","Disability_Status","Housing_Type","Year_Dollars","Description1","Description2","Description3","Description4","Description5","Description6","Uncertainty","Data_Source","Unit","NSW","Vic","Qld","WA","SA","Tas","ACT","NT","Total","Aust"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Wellbeing","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.0","1.6","1.1","1.9","1.7","1.9","1.8","1.3","","0.8"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","92.0","92.4","93.8","91.4","92.9","93.4","93.3","92.0","","92.5"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.5","2.2","1.6","2.4","2.4","2.4","2.3","2.5","","1.1"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","97.3","97.9","97.3","97.7","97.2","96.2","98.1","97.6","","97.5"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","1.5","1.1","1.0","1.2","1.4","1.8","1.2","1.4","","0.6"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","84.6","85.2","87.0","84.4","87.2","79.6","86.2","84.9","","85.3"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.2","2.8","2.1","3.0","2.9","3.6","3.0","3.1","","1.4"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Social and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","81.8","82.7","83.7","79.9","81.9","80.6","83.9","81.2","","82.1"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Social and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.5","3.0","2.3","3.3","3.4","3.6","3.2","3.4","","1.5"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","80.4","80.7","82.6","80.2","81.5","80.0","80.8","80.2","","80.9"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.6","3.1","2.4","3.3","3.4","3.6","3.5","3.5","","1.6"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Wellbeing","Enjoy better health","","","AIHW (unpublished) National Social Housing Survey","%","79.2","82.4","84.4","80.5","83.8","82.2","82.1","86.7","","81.6"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Wellbeing","Enjoy better health","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.2","3.5","2.6","3.9","3.7","4.0","3.8","3.3","","1.8"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Wellbeing","Feel more settled","","","AIHW (unpublished) National Social Housing Survey","%","94.7","96.1","96.5","92.7","95.3","94.9","94.9","96.6","","95.2"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Wellbeing","Feel more settled","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.1","1.6","1.2","2.2","1.9","2.0","2.0","1.7","","0.9"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Wellbeing","Feel more able to cope with life events","","","AIHW (unpublished) National Social Housing Survey","%","86.0","89.9","89.7","88.4","90.6","86.4","89.4","89.8","","88.3"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Wellbeing","Feel more able to cope with life events","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.5","2.7","2.1","3.0","2.9","3.4","3.0","2.9","","1.4"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Social connection","Feel part of the local community","","","AIHW (unpublished) National Social Housing Survey","%","80.1","79.6","85.1","80.5","81.6","82.4","78.6","84.0","","81.1"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Social connection","Feel part of the local community","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.1","3.7","2.5","3.8","3.9","3.9","4.1","3.6","","1.8"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Social connection","Able to continue living in this area","","","AIHW (unpublished) National Social Housing Survey","%","89.4","90.3","92.3","90.9","91.3","91.7","92.2","90.3","","90.5"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Social connection","Able to continue living in this area","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.9","2.5","1.8","2.5","2.6","2.7","2.5","2.8","","1.2"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Economic participation","Able to manage rent/money better","","","AIHW (unpublished) National Social Housing Survey","%","93.0","95.5","95.9","95.1","95.6","94.6","94.1","95.3","","94.6"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Economic participation","Able to manage rent/money better","","95%CI","AIHW (unpublished) National Social Housing Survey","%","2.4","1.7","1.3","1.8","1.9","2.2","2.2","1.9","","1.0"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Economic participation","Feel more able to improve job situation","","","AIHW (unpublished) National Social Housing Survey","%","62.7","69.1","71.8","62.3","66.9","62.1","69.0","70.4","","66.3"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Economic participation","Feel more able to improve job situation","","95%CI","AIHW (unpublished) National Social Housing Survey","%","7.7","6.1","5.0","6.9","7.2","7.4","6.4","6.5","","3.2"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Economic participation","Feel more able to start or continue education/training","","","AIHW (unpublished) National Social Housing Survey","%","64.0","72.1","74.5","67.4","72.0","69.3","74.0","76.4","","69.5"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Economic participation","Feel more able to start or continue education/training","","95%CI","AIHW (unpublished) National Social Housing Survey","%","7.9","5.8","5.0","6.7","7.0","7.9","6.1","6.2","","3.2"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Economic participation","Have better access to services","","","AIHW (unpublished) National Social Housing Survey","%","86.4","88.3","89.3","85.9","86.4","87.2","86.4","88.8","","87.3"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Economic participation","Have better access to services","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.4","2.9","2.2","3.4","3.4","3.4","3.4","3.2","","1.5"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Economic participation","Have better access to public transport","","","AIHW (unpublished) National Social Housing Survey","%","84.6","87.3","87.9","87.7","89.2","84.3","87.8","87.9","","86.6"
"18A.54","2018","Self-reported benefits of living in social housing - Public housing","All ages","All people","All households","All areas","All households","Public housing","","Public housing","Self-reported benefit","","Economic participation","Have better access to public transport","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.7","3.0","2.4","3.2","3.1","3.9","3.3","3.3","","1.6"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing","","","","AIHW (unpublished) National Social Housing Survey","%","84.5","..","98.1","..","89.7","100.0","..","na","","88.7"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","10.5","..","2.8","..","11.4","..","..","na","","7.2"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","84.7","..","96.3","..","84.2","100.0","..","na","","87.8"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","10.7","..","4.0","..","13.3","..","..","na","","7.2"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","90.6","..","99.0","..","89.7","np","..","na","","92.8"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","9.3","..","2.0","..","11.4","np","..","na","","6.1"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","82.0","..","97.1","..","75.0","np","..","na","","85.2"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","11.5","..","3.5","..","15.2","np","..","na","","7.8"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","81.0","..","96.3","..","70.0","np","..","na","","83.8"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","13.7","..","4.0","..","15.9","np","..","na","","9.0"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","80.6","..","94.4","..","80.0","np","..","na","","84.2"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","11.4","..","4.6","..","13.8","np","..","na","","7.7"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing","","","","AIHW (unpublished) National Social Housing Survey","%","94.7","..","98.7","..","93.2","np","..","na","","95.9"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.2","..","1.0","..","4.0","np","..","na","","1.9"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","92.2","..","98.2","..","90.9","np","..","na","","94.1"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.5","..","1.0","..","4.5","np","..","na","","2.0"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","96.2","..","98.8","..","95.1","97.9","..","na","","97.0"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.2","..","0.9","..","3.5","4.2","..","na","","1.8"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","93.1","..","98.1","..","85.6","95.8","..","na","","93.8"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.0","..","1.2","..","5.4","6.2","..","na","","2.3"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","90.0","..","97.9","..","82.4","93.8","..","na","","91.7"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.0","..","1.1","..","5.7","5.9","..","na","","2.4"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","90.0","..","97.6","..","82.1","97.9","..","na","","91.6"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.6","..","1.2","..","5.9","3.1","..","na","","2.2"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Wellbeing","Enjoy better health","","","AIHW (unpublished) National Social Housing Survey","%","80.8","..","95.2","..","80.8","95.2","..","na","","85.7"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Wellbeing","Enjoy better health","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.3","..","2.0","..","6.4","6.9","..","na","","3.0"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Wellbeing","Feel more settled","","","AIHW (unpublished) National Social Housing Survey","%","89.2","..","97.4","..","91.3","100.0","..","na","","92.2"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Wellbeing","Feel more settled","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.1","..","1.5","..","4.5","..","..","na","","1.9"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Wellbeing","Feel more able to cope with life events","","","AIHW (unpublished) National Social Housing Survey","%","88.5","..","95.8","..","89.9","97.7","..","na","","91.1"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Wellbeing","Feel more able to cope with life events","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.9","..","2.2","..","5.0","4.6","..","na","","2.5"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Social connection","Feel part of the local community","","","AIHW (unpublished) National Social Housing Survey","%","82.7","..","94.4","..","86.0","90.0","..","na","","86.9"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Social connection","Feel part of the local community","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.9","..","2.6","..","6.1","10.2","..","na","","2.7"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Social connection","Able to continue living in this area","","","AIHW (unpublished) National Social Housing Survey","%","85.5","..","96.2","..","89.6","93.3","..","na","","89.5"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Social connection","Able to continue living in this area","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.6","..","1.4","..","4.7","6.3","..","na","","2.6"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Economic participation","Able to manage rent/money better","","","AIHW (unpublished) National Social Housing Survey","%","89.0","..","97.1","..","90.2","93.6","..","na","","91.8"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Economic participation","Able to manage rent/money better","","95%CI","AIHW (unpublished) National Social Housing Survey","%","3.5","..","1.5","..","4.9","7.8","..","na","","2.2"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Economic participation","Feel more able to improve job situation","","","AIHW (unpublished) National Social Housing Survey","%","80.0","..","93.4","..","80.8","86.7","..","na","","86.0"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Economic participation","Feel more able to improve job situation","","95%CI","AIHW (unpublished) National Social Housing Survey","%","5.6","..","2.3","..","8.4","14.9","..","na","","3.1"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Economic participation","Feel more able to start or continue education/training","","","AIHW (unpublished) National Social Housing Survey","%","85.1","..","94.4","..","78.1","89.3","..","na","","88.6"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Economic participation","Feel more able to start or continue education/training","","95%CI","AIHW (unpublished) National Social Housing Survey","%","6.0","..","2.1","..","9.3","13.6","..","na","","3.0"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Economic participation","Have better access to services","","","AIHW (unpublished) National Social Housing Survey","%","83.2","..","95.6","..","85.0","97.7","..","na","","87.7"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Economic participation","Have better access to services","","95%CI","AIHW (unpublished) National Social Housing Survey","%","4.7","..","2.4","..","5.9","4.6","..","na","","3.1"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Economic participation","Have better access to public transport","","","AIHW (unpublished) National Social Housing Survey","%","83.2","..","92.5","..","87.9","87.5","..","na","","87.0"
"18A.55","2025","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Self-reported benefit","","Economic participation","Have better access to public transport","","95%CI","AIHW (unpublished) National Social Housing Survey","%","5.1","..","2.6","..","5.7","10.0","..","na","","3.0"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing","","","","AIHW (unpublished) National Social Housing Survey","%","89.8","..","95.8","..","98.0","np","..","na","","94.2"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","12.4","..","5.0","..","4.0","np","..","na","","5.1"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","90.0","..","93.9","..","96.1","np","..","na","","93.1"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","7.9","..","6.3","..","5.4","np","..","na","","4.0"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","99.2","..","98.6","..","94.3","np","..","na","","97.9"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","1.4","..","2.7","..","6.3","np","..","na","","1.9"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","89.0","..","95.8","..","78.6","np","..","na","","89.6"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","12.3","..","5.0","..","12.3","np","..","na","","5.7"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social and Economic participation","","","","AIHW (unpublished) National Social Housing Survey","%","89.2","..","93.9","..","85.4","np","..","na","","90.5"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Social and Economic participation","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","7.8","..","6.3","..","10.4","np","..","na","","4.6"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Social connection","","","","AIHW (unpublished) National Social Housing Survey","%","85.1","..","93.2","..","86.7","np","..","na","","89.1"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","Households with a member with disability","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing and Social connection","","","95%CI","AIHW (unpublished) National Social Housing Survey","%","12.6","..","6.4","..","10.3","np","..","na","","5.8"
"18A.55","2023","Self-reported benefits of living in social housing - SOMIH","All ages","All people","All households","All areas","All households","State owned and managed Indigenous housing","","State owned and managed Indigenous housing","Benefit type; derived from self-reported benefits data","","Wellbeing","","","","AIHW (unpublished) National Social Housing Survey","%","95.8","..","98.1","..","98.7","95.6","..","na","","97.2"
